,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,4.479793574532195,-1.6257996059973463,1.0481524637880006,-0.9356890228558123,0.9173971911208609,1.0277828016346358,0.83153875684682,1.4712378392212744,0.5151837567101474,-0.4494978061057956,-1.2428653296898058,-0.16977154173894693,0.8593278959332713,0.2631050601728433,-1.3611262092671073,0.6554178052059672,-0.8885248839463744,-0.09972378231787049,0.47060706164598143,-0.012551823372860316,-0.19236575834512337,-0.19905456065958577,0.5028907362905598,0.22833715281569844,0.352744288518335,3
1,4.356073800672291,-0.06828908459610439,2.016173878959253,-1.5167825598014257,-0.4188641500881759,-0.5825346369820257,1.7148938853698827,-0.026680837075238495,0.985277726126585,-0.8307246040105215,-1.7235565666115322,1.1714812044903296,-0.2655749883633127,-0.27642533124815305,-0.13361474257891304,0.15766363626193702,-0.5058845381894526,0.3591341959211416,-0.42080304643848465,0.9290580163248294,0.49504058408098117,-0.30601854863834155,0.8883671294954253,-0.23723598586246708,0.7100424708480875,3
2,4.243180593897776,2.56096162110144,4.363071909949567,0.18253227544734552,1.7738799941323462,-0.36287313879929206,0.4315275679412598,-1.308031799711237,0.44978089644766595,-1.957529967138812,0.18935495979816286,2.2900691037933543,1.1978075888103874,-0.13115984063529207,-0.7868889415959763,1.2679364705251301,0.6246276084927531,-0.5046827453754239,-0.559194937947971,-0.08161800299327904,0.2560915179478337,0.24287228736992406,0.43472444005320465,-0.356723825073325,-0.6469960383195531,4
3,-3.013748482440466,0.7259831169811259,2.3266720730715305,-3.2881827864453643,-2.309573602566939,1.909985167196358,-1.0831191552110138,0.22678647572420285,-0.11298768769645662,0.1911315560615912,-0.1391967763212667,-1.4086158340271802,0.3840199009641656,-1.1510026166434317,-0.5049615044176737,-1.5581036815899394,0.2735009921864078,-0.8912814596989098,1.5335828820389632,-0.7000661880153881,-0.11340176353334364,0.1864384826977153,0.5660170999849218,-0.06606873024941184,0.500048355324725,3
4,4.246564872071705,5.966600449714765,-0.24630205734892363,-0.7899785226475715,-2.096761255503177,-1.7123393665878424,-0.769024772374693,0.5169497160801286,0.7885774242556485,-1.125638261009978,-1.6424601310550324,0.14282769628748415,0.7278650435412153,0.051626048920676126,1.509515928581709,-0.6522736700912999,-0.6141788039500049,0.29579284753961055,-0.9704685562329758,1.1799837743718857,-0.7938592310678744,0.10704606740134637,0.21816737377288997,0.456972898053673,0.14789420816694954,3
5,3.3372510087890106,-1.7363754334268005,1.0909281202988172,0.37378950393031385,1.4838690322599843,-0.5640975174226002,1.7118322330668785,-1.1776294475661604,0.27605631174326994,-1.330752466379832,2.0130721316484013,1.6792984160898041,-1.5431334228601465,-0.10692917646756306,-1.1925520596630084,-0.6094781185388324,-0.32291027230971725,0.06024485108494382,0.6781069783718547,-1.1507121027331113,-0.32561146833413834,0.250416912954864,0.308220531431568,0.4110454907505793,0.09073593361741561,4
6,0.34280111047220707,4.416655794839519,-1.3269348641361813,-1.2799355562059866,0.5828017018310427,-0.08167674561634852,0.8570998142443056,0.5981980664046873,0.9379436495837417,-0.3112662984278376,-1.1253899957987477,1.3321507355826658,0.4790621084845823,0.3893377717565536,1.7873726922709758,0.5291513320179453,-0.4890406199325177,0.258431722453746,-0.8835046382509189,0.7605468075425006,-0.6604433014666279,-0.09113044461021746,0.3546100959846781,0.43125950605951535,0.2109970770951718,3
7,3.284098380596806,3.9887517004497783,0.05900996699948102,0.7409361204629064,1.7106819493696475,-2.741404144933292,-0.5668557439105455,1.46758479548528,-0.9256534439597663,1.0324167444944266,1.5705815935034653,0.6504429673448007,-0.804897141454507,0.1911517745943352,-0.49113856634859804,0.10986645700826947,0.994981539662352,-1.6421098015832594,0.24795161171666846,0.634497108706296,-0.13821034493205875,-0.2604225946246155,-0.2348608036325226,-1.1087886991645024,-0.3623677570352633,3
8,3.1340831093564923,6.285827528876222,0.4151201168911569,0.8524232283818356,0.20543842608340457,-1.314494145908406,-1.8319538591093405,-1.5641070963637755,-1.6649931352491962,-0.5661516853549455,-0.6283400417718983,0.49961702421361,0.06452968886228172,-0.4353703498682754,-1.120251153694834,0.8775412595263283,0.21157466017580107,1.45884750486716,-0.807365478143917,-1.4731041642085216,-0.6582076331931136,0.795782962157949,-0.7759621129459491,-0.15199651985018836,0.24284074179314757,3
9,3.297545995820336,1.747388367980752,-1.4383459893766866,1.1794552286466495,-1.1492139808723054,0.04445594166936573,2.119581806893644,0.5466358888723646,0.21021791947605495,1.3555310609989981,1.2763376127972008,-0.03687842688219667,0.002898060225306809,0.008954432479232999,-0.4662378466376262,0.11151834126569904,1.0419659987512941,0.6721838274577188,0.7561794862356725,0.1894296357297769,-0.2659401120608257,-0.07939552040480646,-0.6698369065117791,-0.4287239680614978,-0.4213016990659933,3
